"ID";"Latitude";"Insolacao";"Longitude";"Estado";"Cidade";"Estacao";"Verao";"AnoNasc";"Idade";"Sexo";"Coleta";"HO";"p01";"p02";"p03";"p04";"p05";"p06";"p07";"p08";"p09";"p10";"p11";"p12";"p13";"p14";"p15";"p16";"p17";"p18";"p19"
"7021";-23,46;290;-46,53;"SP";"Guarulhos, SP";"inv";"Sim";1960;47;"feminino";2005-05-01;61;"4";"3";"3";"3";"3";"2";"2";"2";"4";"3";"4";"3";"1";"4";"4";"4";"3";"3";"6"
"7022";-23,46;290;-46,53;"SP";"Guarulhos, SP";"inv";"Sim";1986;21;"feminino";2005-05-01;60;"4";"3";"2";"2";"3";"4";"3";"1";"4";"4";"6";"3";"1";"4";"1";"3";"5";"1";"6"
"7023";-23,46;290;-46,53;"SP";"Guarulhos, SP";"inv";"Sim";1985;22;"feminino";2005-05-01;45;"3";"2";"3";"2";"3";"3";"3";"2";"3";"1";"4";"2";"2";"1";"3";"2";"1";"3";"2"
"7024";-23,46;290;-46,53;"SP";"Guarulhos, SP";"inv";"Sim";1982;25;"masculino";2005-05-01;58;"3";"4";"3";"2";"2";"4";"3";"3";"2";"5";"4";"3";"1";"3";"2";"4";"1";"3";"6"
"7025";-23,46;320;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1970;37;"feminino";2006-08-01;36;"2";"2";"1";"2";"2";"4";"3";"1";"3";"3";"0";"0";"1";"1";"1";"1";"1";"2";"6"
"7026";-23,46;320;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1982;25;"masculino";2005-08-01;58;"3";"4";"3";"3";"3";"4";"2";"4";"3";"4";"2";"2";"1";"3";"3";"4";"3";"3";"4"
"7027";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1984;23;"feminino";2006-08-01;68;"3";"4";"3";"3";"4";"3";"4";"4";"3";"4";"6";"2";"4";"3";"4";"3";"3";"4";"4"
"7028";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1983;24;"masculino";2006-08-01;69;"4";"4";"3";"4";"4";"3";"4";"2";"3";"4";"6";"3";"2";"4";"2";"4";"3";"4";"6"
"7029";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1982;25;"masculino";2006-08-01;54;"4";"3";"3";"3";"1";"3";"2";"3";"1";"4";"6";"2";"1";"3";"2";"3";"3";"3";"4"
"7030";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1983;24;"masculino";2006-08-01;69;"4";"4";"3";"4";"4";"3";"4";"2";"3";"4";"6";"3";"2";"4";"2";"4";"3";"4";"6"
"7031";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1982;25;"masculino";2006-08-01;54;"4";"3";"3";"3";"1";"3";"2";"3";"1";"4";"6";"2";"1";"3";"2";"3";"3";"3";"4"
"7032";-23,46;320;-46,53;"SP";"Guarulhos , SP";"out";"Sim";1982;25;"masculino";2006-08-01;30;"1";"2";"1";"1";"3";"1";"2";"2";"3";"3";"2";"2";"1";"1";"1";"1";"1";"2";"0"
"7033";-23,46;348;-46,53;"SP";"Guarulhos , SP";"inv";"Sim";1986;21;"feminino";2006-04-01;63;"4";"3";"3";"3";"3";"4";"3";"1";"3";"3";"6";"2";"2";"2";"4";"3";"5";"5";"4"
"7034";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"feminino";2006-09-01;38;"1";"1";"4";"1";"3";"2";"2";"1";"4";"1";"6";"0";"1";"1";"4";"3";"1";"2";"0"
"7035";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"masculino";2006-09-01;47;"2";"2";"3";"3";"2";"3";"2";"3";"4";"3";"4";"0";"1";"4";"4";"1";"3";"3";"0"
"7036";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"feminino";2006-09-01;48;"3";"3";"3";"3";"3";"3";"3";"2";"3";"2";"4";"2";"1";"4";"3";"1";"1";"2";"2"
"7037";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1971;36;"feminino";2006-09-01;71;"4";"4";"4";"4";"3";"4";"3";"4";"4";"4";"6";"3";"2";"2";"4";"4";"3";"3";"6"
"7038";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1970;37;"feminino";2006-09-01;53;"3";"3";"3";"3";"2";"3";"2";"3";"2";"3";"4";"5";"1";"2";"2";"4";"1";"3";"4"
"7039";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1969;38;"feminino";2006-09-01;66;"3";"4";"2";"3";"3";"2";"3";"3";"4";"4";"4";"5";"3";"4";"4";"4";"3";"4";"4"
"7040";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1962;45;"feminino";2006-09-01;61;"3";"4";"4";"3";"3";"4";"3";"4";"2";"4";"4";"2";"1";"3";"4";"4";"2";"3";"4"
"7041";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1977;30;"feminino";2006-09-01;48;"3";"5";"3";"1";"1";"1";"2";"3";"1";"4";"2";"3";"2";"2";"2";"4";"2";"3";"4"
"7042";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1976;31;"masculino";2006-09-01;19;"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"2";"1";"1";"1";"1";"0"
"7043";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1970;37;"masculino";2006-09-01;43;"4";"3";"3";"3";"3";"4";"2";"2";"2";"2";"0";"2";"1";"1";"4";"2";"2";"3";"0"
"7044";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1966;41;"feminino";2006-09-01;26;"2";"3";"1";"1";"1";"1";"1";"2";"1";"2";"0";"2";"1";"1";"1";"3";"1";"2";"0"
"7045";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1967;40;"masculino";2006-09-01;57;"3";"3";"2";"3";"4";"3";"3";"2";"4";"4";"6";"2";"1";"1";"4";"4";"3";"3";"2"
"7046";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1963;44;"feminino";2006-09-01;52;"3";"3";"2";"3";"3";"4";"3";"1";"3";"3";"4";"3";"2";"1";"2";"2";"3";"3";"4"
"7047";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"feminino";2006-09-01;65;"5";"3";"2";"4";"4";"3";"4";"2";"4";"4";"6";"0";"1";"2";"4";"3";"3";"5";"6"
"7048";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1977;30;"feminino";2006-09-01;40;"3";"3";"2";"1";"2";"3";"2";"4";"1";"3";"2";"3";"2";"2";"2";"2";"1";"2";"0"
"7049";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1989;18;"feminino";2006-09-01;44;"3";"3";"2";"3";"3";"3";"3";"1";"3";"1";"4";"2";"1";"1";"4";"2";"1";"2";"2"
"7050";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1989;18;"feminino";2006-09-01;52;"2";"3";"2";"2";"3";"3";"3";"1";"4";"3";"6";"2";"1";"3";"4";"2";"3";"3";"2"
"7051";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1988;19;"masculino";2006-09-01;49;"3";"3";"1";"2";"3";"3";"1";"1";"2";"3";"6";"2";"1";"3";"4";"3";"3";"3";"2"
"7052";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"masculino";2006-09-01;48;"3";"1";"2";"2";"2";"1";"2";"2";"4";"3";"6";"2";"2";"2";"4";"1";"3";"4";"2"
"7053";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1973;34;"feminino";2006-09-01;41;"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"6";"5";"1";"1";"4";"3";"5";"1";"2"
"7054";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1986;21;"feminino";2006-09-01;44;"2";"3";"1";"3";"3";"2";"3";"3";"2";"2";"4";"2";"1";"1";"3";"1";"3";"3";"2"
"7055";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1985;22;"feminino";2006-09-01;43;"2";"2";"1";"1";"3";"4";"4";"2";"2";"2";"0";"2";"3";"2";"4";"3";"2";"2";"2"
"7056";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1978;29;"feminino";2006-09-01;48;"5";"4";"1";"1";"4";"1";"1";"1";"1";"4";"2";"5";"3";"2";"4";"4";"2";"3";"0"
"7057";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1971;36;"feminino";2006-09-01;57;"5";"2";"1";"3";"4";"1";"1";"3";"3";"5";"6";"3";"1";"1";"4";"3";"5";"2";"4"
"7058";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1987;20;"feminino";2006-09-01;51;"3";"3";"1";"3";"2";"1";"1";"4";"1";"3";"6";"5";"1";"2";"4";"3";"3";"3";"2"
"7059";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1977;30;"feminino";2006-09-01;68;"5";"3";"2";"2";"1";"4";"1";"4";"4";"5";"6";"3";"3";"4";"4";"4";"3";"4";"6"
"7060";-23,46;382;-46,53;"SP";"Guarulhos, SP";"out";"Sim";1989;18;"masculino";2006-09-01;40;"3";"3";"2";"1";"1";"2";"1";"1";"2";"4";"6";"3";"1";"3";"1";"1";"2";"3";"0"
"7061";-23,46;412;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1978;29;"feminino";2005-03-01;44;"2";"2";"1";"1";"2";"1";"2";"2";"1";"3";"6";"2";"1";"2";"4";"4";"3";"3";"2"
"7062";-23,46;412;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1974;33;"masculino";2005-03-01;22;"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"0";"1";"1";"1";"2";"1";"2";"0"
"7063";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1984;23;"feminino";2006-10-01;44;"2";"3";"1";"1";"3";"1";"3";"3";"4";"3";"0";"3";"3";"1";"4";"4";"1";"2";"2"
"7064";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1977;30;"feminino";2006-10-01;41;"2";"2";"1";"1";"1";"1";"2";"3";"2";"3";"6";"2";"1";"2";"4";"4";"2";"2";"0"
"7065";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1978;29;"feminino";2006-10-01;57;"4";"2";"3";"4";"4";"1";"4";"2";"4";"3";"6";"2";"1";"1";"1";"2";"3";"4";"6"
"7066";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1982;25;"masculino";2006-10-01;37;"1";"3";"2";"2";"2";"1";"2";"2";"2";"3";"2";"2";"1";"2";"2";"3";"1";"2";"2"
"7067";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1979;28;"feminino";2006-10-01;38;"2";"3";"3";"1";"1";"1";"1";"2";"2";"4";"4";"3";"1";"1";"2";"3";"1";"3";"0"
"7068";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1984;23;"feminino";2006-10-01;49;"2";"3";"2";"3";"3";"3";"3";"2";"3";"3";"2";"3";"3";"2";"1";"3";"5";"1";"2"
"7069";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1983;24;"feminino";2006-10-01;50;"4";"5";"3";"2";"4";"4";"3";"1";"3";"2";"4";"2";"1";"1";"3";"2";"2";"2";"2"
"7070";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1970;37;"masculino";2006-10-01;69;"4";"4";"4";"4";"4";"4";"4";"2";"3";"4";"6";"2";"1";"4";"4";"2";"3";"4";"6"
"7071";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1982;25;"feminino";2006-10-01;43;"3";"2";"2";"3";"1";"3";"3";"2";"2";"2";"2";"0";"3";"1";"4";"2";"3";"3";"2"
"7072";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1985;22;"feminino";2006-10-01;56;"3";"4";"4";"4";"4";"4";"4";"2";"3";"5";"0";"2";"3";"2";"1";"1";"1";"5";"4"
"7073";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1982;25;"feminino";2006-10-01;62;"4";"4";"3";"3";"2";"1";"3";"2";"3";"4";"6";"3";"3";"3";"4";"4";"3";"3";"4"
"7074";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1989;18;"feminino";2006-10-01;49;"3";"1";"2";"3";"3";"3";"4";"1";"3";"3";"4";"0";"4";"1";"3";"2";"2";"3";"4"
"7075";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1981;26;"feminino";2006-10-01;45;"1";"3";"1";"2";"2";"1";"1";"3";"3";"3";"4";"2";"1";"2";"3";"3";"3";"3";"4"
"7076";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1974;33;"feminino";2006-10-01;41;"3";"3";"1";"3";"2";"1";"3";"2";"2";"3";"4";"0";"1";"3";"3";"1";"3";"1";"2"
"7077";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1986;21;"feminino";2006-10-01;44;"2";"3";"1";"1";"2";"2";"1";"4";"2";"4";"0";"2";"1";"2";"4";"4";"3";"4";"2"
"7078";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1986;21;"feminino";2006-10-01;46;"2";"1";"1";"3";"3";"2";"2";"3";"3";"3";"4";"2";"2";"3";"2";"2";"2";"4";"2"
"7079";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1984;23;"masculino";2006-10-01;41;"3";"2";"1";"2";"1";"4";"2";"1";"2";"2";"6";"3";"2";"2";"1";"2";"2";"1";"2"
"7080";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1974;33;"feminino";2006-10-01;46;"3";"1";"2";"4";"3";"4";"4";"2";"4";"1";"2";"3";"4";"1";"2";"1";"2";"3";"0"
"7081";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1970;37;"feminino";2006-10-01;45;"4";"3";"3";"2";"2";"2";"1";"3";"3";"5";"2";"2";"3";"1";"2";"1";"1";"3";"2"
"7082";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1985;22;"masculino";2006-10-01;54;"4";"3";"1";"3";"3";"3";"2";"2";"4";"3";"6";"0";"3";"2";"4";"2";"3";"4";"2"
"7083";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1982;25;"feminino";2006-10-01;36;"2";"2";"2";"1";"3";"1";"3";"1";"3";"2";"0";"3";"2";"2";"4";"1";"2";"2";"0"
"7084";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1983;24;"feminino";2006-10-01;36;"2";"2";"1";"2";"2";"1";"1";"2";"4";"2";"4";"0";"1";"1";"3";"2";"2";"2";"2"
"7085";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1982;25;"masculino";2006-10-01;56;"4";"4";"1";"1";"1";"3";"2";"2";"3";"2";"6";"2";"2";"3";"4";"3";"3";"4";"6"
"7086";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1981;26;"feminino";2006-10-01;46;"3";"3";"1";"2";"4";"1";"3";"2";"3";"3";"6";"2";"1";"1";"1";"3";"2";"3";"2"
"7087";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1981;26;"feminino";2006-10-01;62;"2";"4";"2";"3";"4";"2";"4";"1";"3";"5";"4";"5";"2";"2";"4";"4";"3";"4";"4"
"7088";-23,46;440;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1980;27;"feminino";2006-10-01;41;"4";"1";"2";"3";"3";"1";"3";"2";"4";"4";"0";"3";"1";"3";"1";"1";"3";"2";"0"
"7089";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1980;27;"feminino";2005-02-01;44;"2";"3";"2";"1";"1";"2";"2";"2";"2";"4";"4";"3";"1";"3";"4";"3";"2";"3";"0"
"7090";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1980;27;"feminino";2005-02-01;36;"2";"2";"1";"2";"3";"1";"2";"2";"2";"3";"2";"2";"1";"2";"1";"4";"2";"2";"0"
"7091";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1977;30;"feminino";2005-02-01;45;"2";"3";"2";"2";"1";"3";"1";"2";"3";"3";"6";"0";"2";"2";"4";"4";"1";"2";"2"
"7092";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1972;35;"feminino";2005-02-01;39;"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"2";"2";"2";"1";"2";"2";"3";"2"
"7093";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1985;22;"feminino";2005-02-01;30;"2";"3";"1";"1";"1";"2";"2";"2";"1";"2";"0";"0";"2";"3";"2";"3";"1";"2";"0"
"7094";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1983;24;"feminino";2005-02-01;26;"2";"1";"1";"1";"1";"4";"1";"1";"2";"2";"0";"0";"1";"1";"1";"1";"5";"1";"0"
"7095";-23,46;462;-46,53;"SP";"Guarulhos, SP";"ver";"Sim";1978;29;"feminino";2005-02-01;46;"3";"1";"3";"3";"2";"1";"3";"2";"3";"5";"2";"3";"1";"1";"2";"3";"3";"3";"2"
"7096";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1987;20;"masculino";2006-11-01;59;"4";"4";"3";"4";"3";"3";"3";"2";"4";"3";"4";"2";"3";"1";"4";"2";"3";"3";"4"
"7097";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1983;24;"masculino";2006-11-01;69;"5";"4";"3";"4";"3";"4";"3";"3";"4";"5";"6";"3";"3";"1";"4";"2";"3";"5";"4"
"7098";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1979;28;"masculino";2006-11-01;53;"3";"2";"3";"3";"4";"4";"3";"1";"2";"3";"2";"2";"1";"4";"4";"3";"3";"4";"2"
"7099";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1978;29;"masculino";2006-11-01;37;"2";"3";"2";"2";"1";"1";"2";"2";"2";"3";"2";"2";"1";"3";"1";"2";"1";"3";"2"
"7100";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1975;32;"masculino";2006-11-01;61;"3";"3";"3";"3";"3";"3";"4";"2";"3";"4";"6";"2";"1";"3";"4";"4";"3";"3";"4"
"7101";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1973;34;"masculino";2006-11-01;62;"4";"3";"2";"3";"3";"2";"4";"2";"4";"3";"6";"3";"1";"2";"4";"3";"3";"4";"6"
"7102";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1972;35;"masculino";2006-11-01;65;"4";"4";"1";"3";"4";"2";"4";"2";"4";"4";"6";"3";"2";"4";"4";"2";"3";"5";"4"
"7103";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1968;39;"masculino";2006-11-01;63;"5";"4";"1";"3";"3";"3";"2";"2";"4";"4";"6";"2";"4";"1";"4";"2";"3";"4";"6"
"7104";-23,46;478;-46,53;"SP";"Guarulhos, SP";"prim";"Sim";1971;36;"masculino";2006-11-01;55;"4";"3";"3";"2";"2";"2";"3";"2";"4";"3";"4";"2";"2";"2";"4";"3";"3";"3";"4"
"7105";-23,47;382;-52,55;"PR";"Japura, PR";"out";"Sim";1987;20;"masculino";2006-09-01;44;"2";"3";"3";"2";"3";"2";"2";"3";"3";"3";"4";"2";"1";"2";"2";"2";"2";"3";"0"
"7106";-23,47;440;-47,73;"SP";"Capela do Alto, SP";"prim";"Sim";1989;18;"feminino";2006-10-01;51;"1";"3";"1";"3";"4";"1";"3";"3";"4";"3";"6";"2";"4";"3";"2";"1";"3";"2";"2"
"7107";-23,48;320;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1978;29;"feminino";2006-08-01;48;"3";"2";"2";"2";"2";"3";"3";"2";"3";"3";"2";"2";"2";"4";"4";"3";"1";"3";"2"
"7108";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1970;37;"feminino";2006-09-01;39;"2";"2";"1";"2";"2";"1";"2";"3";"1";"2";"2";"5";"1";"2";"2";"1";"5";"3";"0"
"7109";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1970;37;"feminino";2006-09-01;45;"2";"3";"3";"2";"1";"4";"1";"2";"2";"4";"2";"5";"1";"2";"2";"4";"1";"2";"2"
"7110";-23,48;382;-46,34;"SP";"Itaqua, SP";"out";"Sim";1972;35;"masculino";2006-09-01;51;"5";"1";"2";"2";"4";"1";"1";"2";"4";"3";"6";"3";"4";"1";"2";"2";"4";"2";"2"
"7111";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1981;26;"masculino";2006-09-01;58;"3";"3";"3";"2";"2";"1";"3";"3";"1";"4";"6";"5";"2";"3";"3";"4";"3";"3";"4"
"7112";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1968;39;"masculino";2006-09-01;35;"3";"3";"3";"2";"3";"2";"2";"2";"2";"3";"0";"0";"1";"1";"1";"2";"2";"3";"0"
"7113";-23,48;382;-51,79;"PR";"Marialva, PR";"out";"Sim";1988;19;"masculino";2006-09-01;42;"4";"2";"1";"1";"1";"1";"2";"1";"2";"2";"4";"2";"1";"3";"2";"4";"3";"4";"2"
"7114";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1986;21;"feminino";2006-09-01;49;"2";"3";"3";"3";"3";"2";"2";"3";"3";"3";"2";"3";"2";"1";"4";"2";"3";"3";"2"
"7115";-23,48;382;-46,34;"SP";"Itaquaquecetuba, SP";"out";"Sim";1986;21;"feminino";2006-09-01;48;"3";"4";"1";"2";"3";"2";"2";"2";"3";"4";"0";"3";"2";"2";"4";"3";"1";"3";"4"
"7116";-23,48;382;-51,79;"PR";"Marialva, PR";"out";"Sim";1978;29;"feminino";2006-09-01;39;"3";"3";"2";"1";"2";"1";"1";"3";"1";"4";"4";"2";"1";"3";"2";"4";"1";"1";"0"
"7117";-23,48;440;-46,34;"SP";"Itaquaquecetuba, SP";"prim";"Sim";1976;31;"masculino";2006-10-01;27;"2";"2";"1";"1";"2";"3";"3";"2";"1";"2";"0";"0";"1";"1";"2";"1";"1";"2";"0"
"7118";-23,48;440;-46,34;"SP";"Itaquaquecetuba, SP";"prim";"Sim";1976;31;"feminino";2006-10-01;59;"1";"3";"3";"2";"3";"4";"4";"4";"3";"3";"4";"5";"2";"1";"3";"4";"3";"3";"4"
"7119";-23,48;478;-51,79;"PR";"Marialva, PR";"prim";"Sim";1987;20;"feminino";2006-11-01;39;"3";"2";"1";"2";"2";"1";"2";"2";"3";"1";"0";"2";"1";"3";"4";"4";"3";"1";"2"
"7120";-23,49;382;-49,9;"PR";"Joaquim Tavora, PR";"out";"Sim";1986;21;"feminino";2006-09-01;55;"3";"2";"4";"2";"2";"3";"2";"3";"3";"2";"6";"3";"4";"1";"4";"2";"3";"4";"2"
"7121";-23,49;462;-49,9;"PR";"Joaquim Tavora, PR";"ver";"Sim";1986;21;"feminino";2005-02-01;55;"3";"3";"4";"2";"2";"3";"4";"4";"3";"2";"6";"2";"3";"1";"4";"2";"3";"2";"2"
"7122";-23,5;284;-47,45;"SP";"Sorocaba , SP";"inv";"Sim";1961;46;"feminino";2006-05-01;18;"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0"
"7123";-23,5;284;-47,45;"SP";"Sorocaba , SP";"inv";"Sim";1961;46;"feminino";2006-05-01;18;"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0"
"7124";-23,5;315;-47,45;"SP";"Sorocaba , SP";"out";"Sim";1951;56;"masculino";2006-08-01;61;"4";"4";"3";"2";"2";"2";"3";"2";"4";"3";"6";"3";"1";"3";"4";"4";"3";"4";"4"
"7125";-23,5;315;-47,45;"SP";"Sorocaba , SP";"out";"Sim";1977;30;"feminino";2006-08-01;53;"4";"3";"3";"2";"4";"1";"2";"2";"4";"3";"6";"2";"1";"1";"1";"4";"3";"3";"4"
"7126";-23,5;343;-47,45;"SP";"Sorocaba , SP";"inv";"Sim";1972;35;"feminino";2006-04-01;57;"4";"3";"2";"2";"1";"4";"3";"2";"4";"3";"6";"2";"2";"1";"4";"4";"3";"3";"4"
"7127";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1987;20;"masculino";2006-09-01;27;"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"0";"5";"1";"1";"1";"1";"2";"1";"0"
"7128";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1985;22;"feminino";2006-09-01;49;"2";"1";"4";"3";"4";"3";"4";"2";"4";"2";"4";"2";"1";"2";"4";"1";"3";"3";"0"
"7129";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1981;26;"feminino";2006-09-01;40;"3";"3";"1";"1";"2";"1";"1";"1";"3";"3";"6";"2";"3";"1";"4";"1";"3";"1";"0"
"7130";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1977;30;"feminino";2006-09-01;48;"2";"2";"3";"2";"3";"4";"2";"2";"3";"1";"4";"3";"3";"2";"3";"1";"3";"3";"2"
"7131";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1969;38;"feminino";2006-09-01;37;"2";"2";"2";"2";"2";"2";"3";"4";"2";"2";"2";"2";"2";"1";"2";"3";"1";"1";"0"
"7132";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1969;38;"masculino";2006-09-01;40;"4";"2";"4";"4";"4";"1";"3";"3";"3";"2";"0";"0";"4";"1";"1";"1";"1";"2";"0"
"7133";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1959;48;"feminino";2006-09-01;55;"3";"3";"4";"3";"2";"1";"3";"3";"2";"4";"6";"0";"4";"1";"2";"4";"3";"3";"4"
"7134";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1981;26;"masculino";2006-09-01;40;"2";"3";"1";"1";"1";"4";"3";"3";"1";"3";"2";"2";"2";"3";"1";"2";"3";"3";"0"
"7135";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1979;28;"feminino";2006-09-01;28;"1";"2";"1";"1";"2";"1";"1";"1";"2";"3";"0";"2";"2";"2";"1";"1";"1";"2";"2"
"7136";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1966;41;"feminino";2006-09-01;42;"4";"3";"4";"2";"3";"3";"1";"2";"3";"3";"0";"5";"1";"1";"1";"2";"1";"1";"2"
"7137";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1964;43;"masculino";2006-09-01;41;"2";"1";"2";"3";"4";"3";"4";"4";"2";"1";"4";"0";"1";"1";"1";"1";"2";"3";"2"
"7138";-23,5;379;-47,45;"SP";"Sorocaba, SP";"out";"Sim";1980;27;"feminino";2006-09-01;44;"2";"3";"1";"1";"2";"3";"2";"3";"2";"3";"2";"3";"1";"3";"2";"3";"3";"3";"2"
